4744(10358), 3825(1618)
8065(10056), 7922(7864)
6940(11396), 5521(4025)
6578(7025), 4681(1813)
6578(7027), 4681(1815)
8329(7516), 1090(5845)
5939(8321), 9708(5608)
3391(18582), 4590(1245)
4299(6289), 4733(882)
5277(3860), 4883(661)
4404(10054), 8006(1082)
2774(14640), 2994(4435)
4910(12517), 2093(12240)
2093(12240), 9945(11980)
2008(7356), 1206(6499)
8218(8389), 4326(3725)
5817(12021), 8286(1154)
9492(7644), 9471(4391)
4435(8685), 8073(635)
9140(5028), 3290(4983)
4876(2017), 8551(1756)
4876(2016), 8551(1755)
4876(2018), 8551(1757)
4396(7271), 9140(3253)
7613(5515), 193(2164)
2747(10924), 6328(7899)
7319(10477), 5615(7892)
6380(8534), 9437(3752)
6963(2738), 5839(1973)
6963(2739), 5839(1974)
8329(5273), 4712(1046)
1958(11650), 3918(6535)
4412(11909), 8277(9874)
8277(9874), 6386(7647)
7242(6769), 542(3892)
9471(14733), 1038(12156)
6234(12580), 7842(7939)
9277(6874), 6093(4434)
9900(7041), 4020(2444)
4217(6564), 3565(24)
6365(12512), 2100(4758)
9070(14894), 6951(3064)
4467(14371), 1386(3090)
7565(2416), 1656(1493)
9646(4789), 6163(2929)
2213(5580), 7861(2836)
2004(7498), 9532(6170)
2004(7497), 9532(6169)
566(15388), 3387(1765)
688(15141), 6949(4851)
1433(15172), 9636(6794)
1535(9661), 2946(2758)
4986(13596), 9913(1570)
8873(19277), 2772(1787)
6984(8192), 8088(3186)
3763(9059), 4177(2887)
8484(17489), 7740(2491)
3298(9861), 6321(4041)
8839(5896), 1926(1049)
8070(17761), 5727(17170)
5516(13602), 7066(6445)
5516(13599), 5262(7667)
5516(13598), 5262(7666)
296(3452), 3376(1591)
7948(1781), 7961(397)
5930(3203), 5632(1343)
7842(9347), 5154(8700)
7268(6628), 5591(695)
5277(3857), 1252(2295)
1252(2295), 4883(657)
2318(12490), 66(8035)
2318(12489), 66(8034)
9399(13384), 5490(2659)
5851(12426), 7399(7008)
3584(10292), 9465(4885)
4506(8445), 7523(2721)
7523(2721), 6782(1909)
8480(10771), 4292(5495)
8480(10773), 4292(5498)
373(4271), 8696(4019)
5132(8736), 2196(2668)
7133(10926), 559(8072)
1003(8262), 18(5817)
7904(3882), 5042(3274)
91(10343), 9763(2826)
6093(9378), 8105(8152)
658(13565), 5998(6576)
658(13563), 5998(6574)
3263(11029), 7212(1014)
4399(754), 5815(244)
9312(7864), 7031(7120)
3477(8325), 8379(4005)
4467(5556), 742(3903)
2496(5833), 3347(1746)
2165(10126), 878(1251)
9572(6695), 2459(6327)
7045(13580), 8422(8898)
2912(10068), 4062(3591)
4062(3591), 2717(3279)
3874(12955), 8330(1508)
3874(12954), 8330(1507)
2004(2294), 5128(1335)
4263(2399), 5128(1332)
6352(4356), 6194(4083)
5209(13688), 5572(9479)
3274(12480), 2140(4858)
9470(1340), 7085(1315)
7085(1315), 9186(642)
386(15386), 7348(2067)
2115(8654), 3822(4187)
2115(8656), 3822(4190)
3585(2682), 1555(282)
8422(3267), 36(1495)
4665(14068), 3498(137)
7190(9487), 3591(9187)
8121(5103), 9737(1230)
9456(19382), 8185(4668)
9456(19383), 7121(5708)
7121(5708), 8185(4670)
5032(18409), 3347(14957)
184(6157), 8185(73)
184(6156), 8185(72)
5213(7769), 852(7007)
3838(10454), 5367(4724)
2519(2794), 8271(687)
3435(6311), 3028(5009)
5415(7723), 4545(5752)
9895(9940), 9061(2722)
4496(8934), 4178(405)
1406(4587), 9399(2638)
8760(13201), 389(8930)
7405(2986), 7300(1606)
7405(2984), 7300(1604)
7405(2985), 7300(1605)
7405(2982), 7300(1602)
4987(16721), 2245(10007)
7226(5329), 4089(4711)
6270(9932), 5109(2188)
5793(11841), 7017(11400)
9922(12790), 9437(366)
8928(8043), 6977(384)
5637(15125), 6470(3259)
5637(15124), 6470(3258)
105(21286), 9391(11028)
1432(5703), 2785(2064)
9791(5642), 6161(880)
9610(5787), 7578(1417)
9610(5784), 7578(1415)
9652(806), 9330(34)
207(7059), 3752(1966)
9412(16075), 8619(3391)
1548(9407), 7304(770)
5897(5099), 389(4373)
5897(5100), 389(4374)
5087(6915), 6087(57)
3633(4762), 9073(1107)
3766(5658), 6951(1998)
7683(528), 1748(372)
143(2448), 5673(1342)
4611(4550), 6987(2145)
4611(4548), 6987(2143)
7328(6567), 6279(3643)
4434(7853), 1864(4596)
9862(2983), 4820(1984)
7021(4691), 1294(3039)
6335(16978), 6965(8728)
7287(7389), 6010(1730)
2781(9618), 3680(2908)
4885(9965), 5775(7063)
5449(6914), 2619(2458)
5449(6910), 2619(2453)
5449(6911), 2619(2455)
5449(6912), 2619(2456)
5449(6913), 2619(2457)
9572(4451), 2023(3674)
2490(8758), 8934(6746)
9678(4337), 871(1267)
3858(4865), 4245(171)
9204(11957), 1723(1108)
8774(1162), 8775(1138)
8774(1164), 8775(1140)
8774(1163), 8775(1139)
347(4026), 4493(2983)
6257(7581), 3134(4122)
6257(7582), 3134(4123)
6257(7579), 3134(4120)
3148(10538), 4097(2194)
8583(6423), 6495(4777)
8645(9478), 5689(851)
3656(9055), 2389(2078)
7548(8957), 3722(1102)
7126(6562), 6088(4301)
8068(1192), 8069(1123)
4552(4559), 7620(2243)
6871(7511), 5774(5660)
4177(9373), 3075(64)
5510(16407), 6013(8849)
3958(10594), 7472(6220)
5974(11486), 6420(336)
6938(8778), 8923(3857)
6547(8510), 6965(7643)
6547(8509), 6965(7641)
9257(3894), 7594(329)
6656(14027), 7202(1157)
4954(5453), 7028(1553)
3712(4615), 9363(4615)
7061(3593), 2725(805)
7061(3594), 2725(806)
2949(4742), 8242(1706)
2949(4743), 8242(1707)
2949(4744), 8242(1708)
5834(13755), 5285(4790)
5834(13756), 5285(4791)
8373(5628), 4075(1394)
3717(1004), 997(395)
393(13123), 6288(5418)
8051(5869), 5218(1789)
7739(5876), 5039(3811)
7739(5878), 5039(3813)
7739(5877), 5039(3812)
9471(12001), 9299(10325)
5514(6529), 2056(1334)
9181(9216), 6290(1296)
6763(10705), 4480(9991)
2137(13517), 9462(11832)
9462(11831), 6661(51)
2507(8893), 5459(5716)
6929(1702), 7826(921)
2843(7190), 56(5781)
5349(10476), 7629(5000)
4397(12982), 8739(8151)
6304(2095), 6825(757)
8094(3558), 184(1946)
9268(2235), 2412(655)
7895(3963), 2109(3006)
1134(1445), 1521(1091)
6214(6356), 4593(5987)
4819(7386), 7725(4624)
362(1928), 4175(1505)
7503(7391), 1489(2201)
7503(7392), 1489(2202)
654(5853), 4455(2678)
469(7008), 4143(6932)
1301(6581), 6112(6420)
7328(3144), 4238(2230)
3567(13148), 4819(8826)
4819(8826), 9401(7423)
3567(13147), 4819(8825)
232(2660), 5133(1943)
2263(2285), 9561(875)
9437(4838), 7466(3918)
9437(4835), 7466(3916)
5075(6714), 9708(573)
4993(13530), 2174(3952)
7860(7781), 5350(2283)
7860(7782), 5350(2284)
2479(10057), 2448(935)
2479(10055), 2448(933)
4857(15487), 978(13216)
985(9225), 1127(6604)
859(7580), 4259(3941)
859(7578), 4259(3939)
859(7579), 4259(3940)
1765(13114), 5142(2606)
8741(9382), 5142(2610)
1765(13116), 8741(9380)
8741(9380), 5142(2608)
5142(2608), 5352(2357)
1765(13115), 8741(9379)
8741(9379), 5142(2607)
6085(4158), 3682(1051)
5213(15326), 9574(6408)
9252(13832), 2837(13352)
9515(4478), 6696(3835)
9515(4477), 6696(3834)
7125(9222), 9619(1881)
9084(4422), 6640(1572)
9084(4424), 1568(1698)
6600(6333), 4478(4229)
5686(16057), 8484(12047)
9126(16027), 1365(4785)
7097(11744), 6276(6683)
4755(9592), 4557(2606)
7483(3819), 1561(2448)
848(10388), 7730(7935)
1255(4819), 3441(3995)
114(2825), 7708(331)
3948(3047), 8940(1206)
6470(13325), 8776(3545)
3295(15915), 7447(8712)
3560(4194), 8599(2866)
273(3995), 7095(3375)
3354(9518), 6789(2816)
9572(7577), 1290(5019)
9572(7574), 1290(5016)
4744(8230), 2570(6061)
2318(12487), 66(8032)
2318(12488), 66(8033)
8533(9004), 6128(8981)
6128(8981), 9669(621)
8432(12107), 8585(8217)
2085(13690), 6152(6301)
5767(3477), 9791(2535)
8780(5132), 4052(4322)
3134(12982), 5885(252)
9534(4574), 9285(1497)
5986(10875), 9470(1957)
5413(5712), 8485(2554)
4793(6151), 6680(866)
1548(3882), 6664(1463)
1592(16338), 7369(5708)
3704(12978), 4678(8608)
2738(14741), 3341(1350)
8986(2957), 5367(2640)
7661(13315), 9547(7580)
4951(9140), 3569(6627)
5043(10232), 2363(852)
5229(850), 3567(545)
5229(853), 3567(548)
5229(851), 3567(546)
4795(11068), 5308(7241)
8645(6008), 1784(2569)
5910(13971), 6212(398)
6684(1885), 1592(1493)
6979(3095), 9870(1043)
4423(4973), 1218(458)
1799(1080), 6301(797)
852(6424), 1866(2587)
152(3788), 1866(2584)
152(3789), 1866(2585)
2257(3973), 1592(2583)
4435(2564), 2915(1690)
4435(2563), 2915(1689)
7167(8409), 4611(7375)
7167(8408), 4611(7373)
7746(6382), 9026(1591)
3480(8088), 7008(4114)
7008(4114), 4534(173)
5982(10388), 4915(8495)
4915(8495), 7884(122)
4915(8496), 7884(123)
6620(3587), 8313(1984)
5415(7834), 4545(5863)
607(8176), 7459(3687)
607(8174), 7459(3685)
607(8173), 7459(3684)
2479(2471), 1296(1971)
2479(2476), 1296(1976)
2479(2478), 1296(1977)
9878(14670), 8155(6469)
8745(14014), 7283(2488)
2857(12950), 5204(4429)
554(14643), 4277(5167)
2264(8626), 1729(8282)
6380(7954), 2412(1702)
6380(7955), 2412(1703)
2518(5502), 6343(956)
2518(5504), 6343(958)
7725(8244), 7980(7099)
7980(7099), 9744(263)
9030(4470), 4530(412)
3962(9414), 8069(2791)
6974(14053), 9835(4074)
2200(18031), 8256(10464)
1258(3631), 3621(2811)
654(5652), 8373(5597)
7740(5239), 7275(4456)
5568(6176), 2570(5058)
8795(6171), 4928(906)
5896(6059), 355(4452)
2039(11015), 7128(2712)
8161(12414), 2894(7124)
6707(10832), 8616(664)
6707(10831), 8616(663)
3422(9022), 9278(2943)
4005(8012), 2072(3110)
7904(7594), 4668(7553)
1184(12180), 1950(95)
7855(8568), 6351(7277)
4397(13130), 2747(197)
133(17288), 6596(19)
5912(8389), 1748(3028)
3870(3684), 8956(458)
6291(5292), 5276(1834)
1535(18162), 5507(4051)
1949(14613), 9652(5842)
1824(4935), 3029(4383)
8449(4142), 5650(597)
3918(3376), 7534(1418)
5500(6818), 4140(1181)
2558(5992), 3100(1604)
4787(5916), 6987(2191)
3876(9001), 2555(4252)
9561(16506), 9618(7413)
5058(18736), 2391(1469)
2331(3569), 2971(424)
630(8481), 7757(3303)
4042(3378), 5846(1780)
6447(11886), 121(2721)
9705(5471), 5295(4920)
3283(8105), 3769(2880)
2079(12570), 8640(7396)
3996(9766), 8873(5311)
1973(14348), 4478(14062)
3134(5534), 7736(984)
361(13436), 5845(9534)
4819(7352), 7725(4588)
1931(8952), 5526(6913)
5526(6913), 7989(4581)
1931(8951), 5526(6912)
5356(7368), 4842(1167)
8553(10358), 1210(5385)
1174(7857), 9031(2035)
3544(3791), 8277(2073)
929(13437), 9353(542)
6135(9041), 1813(1121)
474(12439), 3932(4466)
4472(8923), 8793(6747)
3238(12203), 1848(1243)
6033(5383), 5207(3894)
5394(8874), 570(2636)
5394(8875), 570(2637)
6185(13939), 4911(10972)
6185(13937), 4911(10969)
8051(3970), 3023(3435)
6927(8998), 7801(2597)
6207(11783), 3752(6872)
6207(11782), 3752(6871)
1373(4060), 6854(2671)
7827(14725), 2478(1779)
9223(12740), 9602(1011)
9223(12743), 9602(1014)
6251(12695), 9679(1710)
8825(2273), 8447(798)
8825(2275), 8447(800)
6763(7856), 5297(3577)
2047(7196), 4444(6786)
865(6778), 3680(6283)
2858(4126), 7588(1567)
2858(4125), 7588(1565)
4451(12550), 4553(9202)
1831(4810), 1516(1110)
6939(4345), 8884(688)
2280(6431), 347(5681)
2280(6432), 347(5682)
6168(3303), 722(2388)
3389(7051), 8174(1783)
7739(5879), 5039(3815)
2713(7218), 6243(2890)
7117(4751), 3442(4539)
39(7329), 4003(876)
8864(1286), 2298(1118)
9516(11281), 2448(5595)
1555(18707), 1346(6531)
1346(6531), 5169(4065)
1555(18708), 8848(8288)
8848(8288), 1346(6533)
3711(2196), 3808(988)
4653(12095), 2265(5617)
4653(12093), 2265(5616)
985(7531), 5457(7476)
4406(13265), 8818(1218)
5586(6154), 6571(681)
8466(19170), 6112(6662)
6360(12582), 1592(606)
10(7911), 315(137)
3391(19569), 4925(7570)
3391(19570), 4925(7571)
5405(18410), 2913(7623)
1365(3875), 7949(2693)
8077(11917), 1144(2504)
4533(6055), 8256(1163)
9561(16103), 3143(2587)
417(12278), 436(5474)
9436(14569), 1587(6844)
7298(5408), 8129(1731)
5138(12197), 5204(818)
9340(3916), 3864(648)
4033(3857), 3933(1704)
4033(3859), 3933(1707)
4033(3860), 3933(1708)
4795(11249), 6244(3458)
2467(8344), 6662(4748)
2467(8346), 6662(4750)
8461(6016), 4433(2218)
5867(6044), 2962(1291)
5867(6043), 2962(1290)
5867(6042), 2962(1289)
4698(7888), 1476(614)
305(6457), 7104(849)
9245(6933), 1896(2746)
5133(15512), 5030(8552)
4996(10170), 2620(7975)
2074(5714), 8129(5222)
9275(4541), 2231(1974)
5659(4494), 8879(560)
8536(4659), 8963(3089)
8536(4661), 8963(3091)
5334(1119), 4535(1093)
9882(17520), 8789(923)
5714(7237), 6940(2932)
4971(2478), 8360(1974)
138(12661), 7121(5713)
6613(10705), 5481(2372)
3857(2359), 4133(998)
394(8193), 2439(614)
7395(6456), 4463(5908)
9521(13207), 4545(588)
7924(15029), 6241(2941)
6976(7627), 1949(943)
9945(11198), 2290(2329)
2517(6865), 166(352)
4189(5486), 2214(3567)
4548(5797), 1448(2478)
5910(5098), 6659(3377)
362(14731), 360(3773)
362(14732), 360(3776)
1121(5698), 8584(659)
1043(12742), 6843(7587)
3878(7147), 9877(3244)
806(10150), 9333(2652)
806(10152), 9333(2653)
6446(7096), 4193(4605)
3575(10963), 7982(1660)
4994(11253), 3422(9710)
5797(13655), 4220(7448)
4230(14643), 1625(3553)
18(6127), 9050(2485)
5526(18196), 5478(6608)
61(1677), 400(1164)
3354(9464), 9111(5909)
9327(4936), 8731(372)
3513(2815), 2879(1648)
2926(8377), 3176(1978)
2926(8378), 3176(1979)
6128(9626), 8414(3981)
1820(8348), 897(1143)
7530(11042), 6568(5050)
7530(11043), 6568(5051)
4698(7501), 1476(229)
4404(9902), 9061(7174)
3784(16928), 255(7079)
3121(2691), 3409(1671)
3121(2692), 3409(1672)
9944(10201), 468(7058)
2577(9199), 9848(6714)
1680(10817), 3100(3965)
6266(12594), 3058(276)
6195(3994), 1838(1043)
6136(8226), 6195(3996)
6195(3996), 1838(1046)
6136(8225), 6195(3995)
6195(3995), 1838(1045)
6136(8227), 6195(3997)
3795(10468), 5179(9240)
1460(4060), 7687(2423)
1111(10848), 5786(7390)
1612(3014), 5925(1162)
5793(7189), 6202(3598)
9401(7210), 1184(5412)
8336(5001), 3611(1261)
5262(9112), 5876(538)
126(10991), 2926(4862)
8972(5004), 3295(1873)
2403(8228), 3503(2825)
5568(3594), 3726(972)
5568(3591), 3726(970)
5568(3589), 3726(969)
7157(9226), 938(9017)
7157(9225), 938(9016)
3520(9324), 1436(2145)
6831(13557), 6632(4423)
6831(13555), 6632(4422)
2631(5275), 5407(825)
2559(1676), 5007(735)
5686(18147), 3410(1621)
5673(783), 8534(408)
3410(11852), 7275(9099)
5308(10411), 8429(3398)
8987(5295), 5630(4715)
5850(5109), 4089(185)
4342(11560), 2137(11230)
5542(9880), 3651(947)
8866(2782), 8402(2012)
9915(2894), 8155(2100)
9915(2893), 8155(2099)
5956(3714), 9068(605)
2651(3586), 4708(1324)
4180(20104), 9253(11486)
2882(10099), 9778(4980)
9778(4980), 8599(4102)
4518(3396), 4440(2949)
5105(10582), 1831(6288)
5105(10584), 8133(5778)
7798(4413), 9496(2287)
7348(15570), 8847(3915)
8343(16813), 3873(3456)
2793(6612), 7198(5610)
5961(8076), 1943(1536)
5961(8074), 1943(1535)
7141(10662), 4189(5410)
6244(12546), 8429(9390)
6885(7210), 2827(4085)
3079(16576), 22(3575)
8752(12122), 5173(11576)
7818(5654), 6229(2900)
7047(5099), 7046(2301)
3570(7885), 9834(5345)
7374(7353), 8335(2054)
8717(10981), 7917(2201)
8257(7481), 8913(605)
8257(7480), 8913(604)
3867(6968), 6334(3748)
3867(6966), 6334(3746)
1053(11214), 1054(1950)
2401(6436), 267(1372)
2141(14371), 8760(7974)
2141(14372), 8760(7975)
537(18329), 2577(8296)
3785(10438), 7300(2896)
2907(5287), 4422(968)
2907(5286), 4422(967)
8533(9007), 6128(8985)
6128(8985), 7726(8320)
7726(8320), 9669(625)
8533(9006), 6128(8983)
6128(8983), 7726(8319)
7726(8319), 5277(1648)
5277(1648), 9669(623)
6128(8990), 9669(630)
8533(9005), 5277(1645)
5032(17170), 8900(180)
9755(7983), 3234(5027)
9755(7984), 3234(5028)
7240(15332), 5351(3911)
4434(13976), 7767(5025)
1958(11647), 3918(6534)
791(1079), 6525(216)
8496(11041), 9241(5636)
2354(12696), 2857(3308)
9215(6670), 537(4768)
8660(11806), 6799(255)
8660(11808), 6799(257)
3591(5998), 9660(2839)
8516(8621), 3715(7014)
181(4571), 1816(3194)
5593(10353), 1816(3196)
2214(10029), 8956(3500)
4971(9382), 7643(1285)
1432(4812), 6214(2122)
1432(4810), 6214(2119)
1432(4811), 6214(2121)
8721(4536), 2144(735)
4995(16442), 2903(3204)
5311(9497), 2499(502)
7614(7510), 88(6635)
1680(8485), 4434(3642)
5755(9208), 3820(4076)
4652(1907), 5857(548)
2261(12235), 8594(2317)
1369(2172), 2942(335)
1321(1141), 8119(131)
1321(1140), 8119(130)
1321(1139), 8119(129)
2553(5444), 7162(4924)
8598(7221), 6202(391)
2553(5446), 7162(4926)
4110(5505), 2469(3687)
347(19992), 6352(2503)
6974(11196), 7246(10495)
3049(7766), 3125(6760)
9401(4617), 7285(4565)
5930(3199), 5632(1340)
8657(5222), 1245(3980)
9922(12775), 9437(352)
3159(10022), 2414(162)
6335(16588), 894(7709)
6945(3372), 2784(27)
8946(115), 8945(113)
5071(4094), 1963(2282)
5706(10146), 8952(3065)
3831(11513), 5080(9621)
4089(5614), 8583(2)
3567(13242), 1184(5713)
8810(6217), 5818(4236)
5415(16355), 6840(188)
3974(2463), 3975(2434)
9859(13819), 3916(12192)
2780(12531), 1712(11198)
469(10283), 7095(3381)
420(3071), 3409(865)
420(3072), 3409(867)
4212(7466), 5966(824)
4212(7465), 5966(823)
4212(7468), 5966(826)
338(7004), 8826(1604)
6047(17232), 6707(3160)
6047(17231), 6707(3158)
3947(9241), 6367(3965)
133(5040), 469(2933)
3932(459), 714(344)
7730(13972), 4005(9069)
9436(17430), 2467(2405)
9278(3424), 9285(2817)
3795(13851), 4833(12618)
5269(12966), 234(1096)
9632(6718), 4226(2349)
6282(7219), 7824(4915)
2780(18551), 3015(1076)
3584(15217), 906(1292)
6509(8374), 8745(591)
7458(4818), 6348(2298)
5109(10105), 7493(3170)
1633(3575), 6943(446)
1633(3574), 6943(445)
1988(7593), 6685(5185)
6625(780), 6294(169)
132(9582), 7484(9302)
9750(6105), 8421(3307)
4915(8503), 7884(130)
7482(6451), 9086(2453)
8591(4289), 9001(1695)
3338(14967), 126(11001)
3338(14968), 126(11004)
8313(6327), 7731(2970)
2056(4850), 8776(3737)
740(10986), 2219(2743)
8777(12244), 5767(3806)
8777(12245), 5767(3807)
4435(9074), 4838(6118)
3711(1302), 6952(897)
2815(10595), 3700(1162)
1740(2585), 4237(1973)
1150(7386), 6458(378)
7725(17755), 2103(8988)
5875(16304), 7637(6572)
6689(8125), 7946(4084)
5032(6380), 32(1655)
7190(12753), 7529(2815)
446(3416), 9227(327)
3321(3393), 2117(1945)
2117(1945), 5578(1812)
3321(3392), 8684(3155)
8684(3155), 2117(1944)
2117(1944), 5578(1811)
3321(3391), 8684(3154)
8684(3154), 2117(1943)
2117(1943), 5578(1810)
9867(1457), 9330(894)
2830(14250), 6115(566)
9797(6973), 8562(2288)
5132(12432), 1597(10429)
8770(1072), 3398(660)
5949(9259), 4844(1369)
5949(9256), 4844(1368)
1455(7364), 8163(2134)
2009(8427), 2617(4116)
2896(14610), 2040(9091)
2427(4767), 2298(4235)
2564(5825), 3886(4714)
688(10230), 9471(7611)
9983(3385), 7428(443)
2434(7495), 4873(3221)
9937(5248), 7511(3681)
6756(11208), 8009(470)
6756(11209), 8009(471)
4422(6160), 9029(3015)
21(7180), 4935(5444)
9271(4302), 6062(2162)
6180(5614), 4507(2908)
4012(7260), 6180(5615)
985(9213), 1127(6593)
985(9214), 1127(6594)
5016(8935), 7588(799)
2914(726), 5147(504)
2568(4573), 5147(503)
3345(5539), 1936(1674)
5678(10411), 4433(1091)
5415(16742), 91(13548)
5415(16743), 91(13549)
91(13544), 3785(6141)
4069(6838), 5454(1566)
1926(11366), 1927(10222)
223(12926), 7752(10084)
8505(11382), 6667(3133)
3930(2165), 9887(2114)
591(2847), 7299(2811)
5206(6680), 1931(2738)
2944(10061), 7126(6537)
4752(2324), 4753(2318)
4260(5639), 8892(1518)
6770(8489), 8591(2025)
8892(3956), 3992(195)
8892(3957), 3992(196)
5311(3122), 5759(1363)
5311(3123), 5759(1364)
2420(8549), 7366(3928)
8472(10512), 3355(910)
1754(10553), 7407(1155)
6955(4329), 8162(1120)
2777(10606), 2520(371)
6267(7200), 7492(326)
2837(4911), 109(2249)
3482(1563), 619(260)
3874(7162), 1133(6178)
9414(4384), 3302(1498)
8926(12397), 9059(2959)
3755(4718), 2141(1275)
13(5280), 6386(4080)
211(12342), 60(206)
3856(8548), 6548(4133)
9919(3264), 7827(2628)
690(11437), 2538(9589)
690(11436), 2538(9588)
1526(12277), 4572(6537)
4906(10031), 3938(4172)
6165(13223), 6871(6637)
8460(2841), 6999(1164)
7077(12953), 5943(7456)
7077(12952), 5943(7455)
5262(16749), 8553(7487)
8429(12892), 5481(1619)
1722(10994), 2522(10246)
9900(6914), 351(5714)
9900(6913), 351(5713)
6537(12063), 6908(312)
1379(10600), 6674(705)
8785(5134), 457(1455)
5310(10751), 3591(647)
2214(6430), 3870(3109)
9234(1753), 9482(752)
7399(9978), 4236(5240)
8295(15092), 7225(4923)
1669(4579), 7313(1857)
9565(13713), 8307(2801)
8009(8378), 7864(963)
536(8243), 8774(3697)
1046(8925), 4388(2608)
2553(9684), 1467(211)
3201(9593), 8070(3523)
4980(7470), 5071(1011)
8471(5192), 5687(1974)
9401(4619), 7285(4567)
2122(4490), 4600(3613)
8574(11031), 2330(10978)
562(13570), 8051(9838)
6492(7238), 3663(3351)
6479(13999), 9907(6307)
6479(14000), 9907(6308)
5742(10673), 3034(7223)
9391(18632), 5315(1702)
2843(7195), 56(5785)
2833(13660), 4713(5539)
2833(13661), 4713(5540)
344(12246), 5365(4147)
5127(6453), 1729(3924)
4263(4747), 6480(4145)
6676(12041), 1816(4233)
7664(15177), 7665(3304)
4545(8468), 91(7264)
91(7264), 3109(4142)
4545(8470), 91(7266)
91(7266), 3109(4143)
8134(15835), 9419(4892)
7126(11152), 4487(2260)
8333(6562), 6616(4672)
4390(10440), 2832(4512)
7653(10518), 7224(3663)
8713(2949), 3469(2802)
2459(1376), 2023(975)
2459(1375), 2023(974)
6230(20731), 5893(11225)
9755(8499), 2473(6609)
4941(13237), 9570(3496)
362(1926), 4175(1504)
8218(7851), 347(147)
5505(3919), 258(2253)
258(2253), 8901(1251)
6871(7515), 5774(5664)
1973(8278), 2901(6164)
4960(19413), 7059(14485)
6957(11779), 958(2803)
1920(11991), 2001(8140)
591(2853), 7299(2818)
9031(5982), 86(188)
232(9888), 3217(6312)
1765(13120), 8741(9383)
8741(9383), 5142(2611)
5142(2611), 5352(2360)
8741(9384), 5142(2612)
5142(2612), 5352(2361)
8598(5464), 2070(1949)
4962(13041), 4941(7276)
3520(7088), 6302(2037)
3520(7087), 6302(2036)
2155(13492), 5308(5314)
7209(10276), 9137(3275)
5071(4090), 1963(2281)
2157(2011), 1416(1998)
1021(4737), 6585(2122)
1560(1634), 5543(1109)
5195(3103), 2656(2168)
5767(2415), 9651(663)
8910(3568), 3013(599)
1133(449), 64(290)
386(11663), 9256(1905)
9257(3899), 7594(334)
4894(5620), 1474(1421)
6687(14946), 8972(749)
2458(10174), 1290(7938)
3243(2814), 3242(2798)
7849(9544), 4504(4745)
7813(889), 5449(745)
2155(13494), 5308(5315)
6054(7896), 7167(7854)
3772(4329), 8585(1431)
2661(12127), 4733(8482)
4897(7105), 4920(5592)
3771(3257), 6719(2343)
9516(14247), 4941(9282)
9516(14248), 4941(9283)
5567(6273), 4505(3618)
5296(6826), 8484(2056)
5296(6829), 8484(2058)
8369(4142), 7565(3469)
3648(1833), 8322(44)
3648(1832), 8322(43)
3648(1834), 8322(45)
3648(1835), 8322(47)
7586(7867), 7989(3213)
7209(12291), 6945(1455)
4744(8257), 1948(4753)
7454(7473), 2499(678)
7454(7472), 2499(677)
3470(12216), 9656(5954)
2581(4879), 8925(3774)
7950(5442), 6245(4742)
3333(2953), 5147(1557)
3333(2952), 5147(1556)
6148(10029), 2995(6305)
7884(10785), 2995(6304)
7746(14419), 809(3990)
7746(14421), 809(3991)
6177(9686), 728(7012)
104(5110), 3982(1969)
8079(7850), 7129(1317)
7849(8837), 8409(1292)
8532(11518), 2663(3581)
1823(13002), 8785(10968)
8345(12077), 2979(6748)
6346(10996), 6635(6890)
5122(2677), 4249(828)
8104(4867), 1196(1288)
9803(8375), 2467(3776)
7125(3645), 9618(998)
2263(11567), 9618(995)
2263(11568), 9618(996)
3505(4608), 1913(2201)
7027(7476), 4954(5432)
3890(7886), 5693(1882)
4732(3996), 3447(1218)
1587(4710), 7449(4257)
7629(9890), 1066(9051)
8030(9966), 7603(629)
3315(5114), 7160(1430)
7621(6720), 8975(6592)
5582(12972), 6197(2664)
3771(3255), 6719(2341)
5568(13323), 3501(3687)
5706(4055), 7271(3019)
5714(7860), 5953(6583)
6957(13253), 7047(7304)
6503(6509), 6620(5415)
3886(3426), 5516(902)
5310(10784), 3654(8312)
88(9458), 1595(1660)
88(9459), 1595(1661)
1396(4379), 1454(3771)
1396(4378), 1454(3770)
6078(3213), 3823(158)
3397(5029), 4001(3962)
2405(8827), 1481(1044)
1874(5974), 7018(5593)
4026(3735), 1890(118)
377(6977), 4691(4544)
8244(8605), 6814(3739)
8244(8607), 6814(3741)
2656(4963), 2111(3731)
2656(4961), 2111(3729)
1377(5584), 8905(1906)
4668(6682), 365(247)
281(10755), 4163(7518)
4873(10022), 9710(5443)
9710(5443), 4057(3135)
7653(10515), 7224(3660)
4261(5020), 8537(45)
5717(2920), 486(1532)
5717(2919), 486(1531)
1555(16980), 8848(6670)
1555(16985), 8848(6672)
4569(9048), 5178(8177)
2657(7707), 2049(4337)
2253(2525), 9762(2350)
6747(4571), 1038(2924)
3756(8504), 3111(4086)
143(14231), 8097(513)
143(14232), 8097(514)
4102(8607), 6817(1019)
7129(5992), 6002(4201)
2077(5124), 1210(1946)
7596(2473), 2658(140)
1568(17952), 9762(2425)
2970(2321), 6123(1211)
9471(13555), 8848(150)
507(8075), 4802(90)
5413(9637), 828(6448)
828(6448), 6175(687)
5196(3347), 903(1558)
2333(2482), 8447(1935)
8586(5451), 9426(894)
5713(5194), 340(4425)
6238(20282), 5210(3111)
5899(8292), 9252(7986)
5899(8296), 9252(7989)
9252(7989), 8944(1296)
9252(7987), 8944(1295)
3567(13715), 7231(3615)
